mem_no	last_name	first_name	gd	birth_dt	entr_dt	grade	sign_up_ch
19240	유	솜	F	1992-12-09	2013-07-26	BRONZE	04
19241	고	경희	F	1992-12-10	2011-12-11	BRONZE	05
19242	문	결	F	1992-12-11	2013-08-05	BRONZE	07
18411	성	우주	F	1993-03-11	2011-08-01	BRONZE	05
18511	안	규원	M	1993-05-01	2011-08-01	BRONZE	02
18387	문	시안	F	1993-06-12	2011-12-20	BRONZE	06
18347	노	은정	F	1993-07-08	2012-06-04	BRONZE	05
18447	유	나원	F	1993-07-25	2011-04-09	BRONZE	07
18363	장	지나	F	1994-02-17	2011-03-26	BRONZE	01
18299	임	아란	F	1994-06-02	2013-05-08	BRONZE	02
18487	우	여울	F	1994-08-08	2011-05-19	BRONZE	02
18383	유	여은	F	1994-08-30	2013-06-05	BRONZE	05
18371	오	예랑	F	1994-09-09	2013-07-16	BRONZE	01
18451	손	경준	M	1995-02-11	2011-11-30	BRONZE	02
18610	남	재인	M	1995-02-15	2012-12-19	BRONZE	02
18335	배	희연	F	1995-02-16	2011-11-05	BRONZE	02
18403	곽	요한	M	1995-09-30	2012-03-19	BRONZE	07
18800	오	태욱	M	1995-11-03	2012-09-29	BRONZE	02
18590	전	해준	M	1996-10-03	2013-10-18	BRONZE	07
18367	임	라은	F	1997-02-19	2011-12-20	BRONZE	04
19048	정	찬솔	M	1971-11-04	2012-08-01	VVIP	01
18905	정	희수	M	1984-04-30	2011-04-06	VVIP	01
19111	조	세찬	M	1992-08-02	2011-07-09	VVIP	01
18607	허	이한	M	1970-03-19	2013-07-20	VIP	03
18480	하	로하	F	1971-02-03	2013-12-15	VIP	01
18917	홍	서령	F	1971-06-08	2011-04-27	VIP	03
18980	하	기훈	M	1971-12-19	2012-05-07	VIP	03
18524	허	연후	F	1973-04-12	2012-07-19	VIP	01
18929	허	레아	F	1973-07-06	2012-09-07	VIP	01
18320	차	태인	M	1973-11-23	2012-09-09	VIP	03
18484	주	혜은	F	1974-05-12	2012-05-16	VIP	07
18909	황	진솔	F	1975-01-07	2011-07-07	VIP	05
18580	한	인호	M	1975-02-01	2011-11-22	VIP	03
18988	주	준표	M	1975-07-28	2013-08-31	VIP	01
19042	허	유호	M	1975-08-23	2012-03-23	VIP	01
19020	차	리윤	F	1975-10-08	2011-01-30	VIP	01
18336	한	준현	M	1975-12-23	2011-01-31	VIP	01
19021	주	선경	F	1976-05-21	2013-06-04	VIP	03
18587	조	영주	F	1976-05-28	2011-06-17	VIP	03
18873	황	종윤	M	1976-11-19	2012-05-23	VIP	03
18937	한	민형	M	1977-02-03	2013-07-24	VIP	01
18930	조	재헌	M	1977-04-15	2013-09-24	VIP	01
18950	주	정서	F	1978-01-03	2012-08-21	VIP	03
18801	하	하령	F	1978-11-22	2011-01-25	VIP	01
19058	차	세인	M	1980-07-03	2012-11-03	VIP	01
18472	차	세윤	M	1980-07-03	2011-01-09	VIP	01
18576	조	명준	M	1981-01-30	2013-09-30	VIP	03
19052	하	다현	M	1981-02-03	2012-03-18	VIP	03
18540	조	지섭	M	1981-02-08	2011-02-02	VIP	03
18468	허	나래	F	1981-07-22	2011-08-25	VIP	03
18987	차	정인	M	1982-08-30	2012-05-31	VIP	01
18986	홍	나겸	F	1983-04-10	2013-09-05	VIP	03
18918	주	태헌	M	1983-04-11	2011-12-18	VIP	03
19016	하	설현	F	1983-04-15	2012-05-09	VIP	01
18617	주	예승	F	1983-04-22	2011-12-12	VIP	01
19055	홍	해림	F	1983-05-25	2011-08-05	VIP	01
18625	주	영진	M	1983-07-22	2013-11-27	VIP	03
18891	조	찬서	M	1983-11-30	2013-01-16	VIP	03
18976	황	서형	F	1984-05-08	2013-07-22	VIP	03
18412	차	태경	F	1984-06-30	2012-10-23	VIP	03
19013	황	재후	M	1984-11-22	2012-12-20	VIP	03
19059	주	대호	M	1985-05-21	2013-05-15	VIP	03
19001	허	진하	F	1985-06-13	2013-05-25	VIP	01
19026	조	리예	F	1985-07-05	2013-10-31	VIP	03
18444	홍	한율	M	1985-08-31	2011-06-11	VIP	03
18304	한	선영	F	1986-02-28	2012-12-15	VIP	03
18927	조	새별	F	1986-02-28	2012-03-12	VIP	03
18882	홍	성하	M	1986-03-05	2013-12-08	VIP	03
18998	조	보성	M	1986-09-11	2011-08-18	VIP	02
18420	조	도아	F	1987-03-08	2012-03-15	VIP	02
18970	허	시혁	M	1987-05-22	2012-06-19	VIP	02
18888	주	슬비	F	1989-05-20	2011-12-27	VIP	03
18572	주	은재	M	1989-06-09	2011-07-05	VIP	01
18910	하	석민	M	1990-08-23	2013-03-15	VIP	01
18958	조	연하	F	1990-08-31	2012-01-19	VIP	06
19037	한	솔빈	F	1990-09-16	2012-07-07	VIP	03
19049	황	환희	F	1990-09-30	2012-04-16	VIP	03
18894	허	의찬	M	1991-10-11	2012-03-23	VIP	02
18880	차	소을	F	1991-10-18	2013-09-12	VIP	02
19006	한	동후	M	1991-10-31	2013-08-27	VIP	02
18492	조	율아	F	1992-01-03	2013-01-10	VIP	02
19024	홍	인서	M	1992-04-30	2012-06-26	VIP	01
18943	하	영인	F	1992-06-06	2011-05-14	VIP	01
19071	한	서안	M	1992-06-23	2012-06-09	VIP	02
19072	조	의진	F	1992-06-24	2011-03-18	VIP	02
19078	허	이든	F	1992-06-30	2012-07-05	VIP	02
19079	황	정진	M	1992-07-01	2013-05-18	VIP	03
19085	하	진경	F	1992-07-07	2012-05-21	VIP	02
19089	차	영현	F	1992-07-11	2011-10-12	VIP	03
19090	주	은미	F	1992-07-12	2011-02-20	VIP	06
19095	조	우진	F	1992-07-17	2013-06-01	VIP	04
19098	홍	윤상	M	1992-07-20	2011-09-03	VIP	05
19103	한	상은	F	1992-07-25	2012-07-12	VIP	02
18895	조	이정	F	1992-07-25	2011-02-10	VIP	03
19112	황	소라	F	1992-08-03	2012-04-20	VIP	03
19116	허	진후	M	1992-08-07	2011-12-23	VIP	06
19120	홍	채언	F	1992-08-11	2012-10-23	VIP	02
19129	하	민국	M	1992-08-20	2013-01-26	VIP	07
19132	차	지형	M	1992-08-23	2011-03-11	VIP	02
19133	주	어진	M	1992-08-24	2013-09-10	VIP	02
19137	조	봄이	F	1992-08-28	2013-05-15	VIP	03
18965	한	루비	F	1992-12-11	2012-07-28	VIP	06
19243	한	정재	M	1992-12-12	2013-12-10	VIP	02
19249	조	현이	F	1992-12-18	2012-03-21	VIP	02
19252	허	하담	F	1992-12-21	2012-05-12	VIP	02
19255	황	용재	M	1992-12-24	2013-08-15	VIP	05
19263	하	자윤	F	1993-01-01	2013-04-02	VIP	07
19264	홍	기준	M	1993-01-02	2013-10-11	VIP	02
19036	조	현도	M	1993-03-03	2012-05-25	VIP	02
18356	주	해원	F	1993-05-30	2011-12-04	VIP	05
18875	하	지이	F	1993-06-28	2011-07-31	VIP	03
18954	홍	한	M	1993-08-18	2013-12-16	VIP	03
19064	조	해찬	M	1993-08-18	2011-01-18	VIP	04
18900	한	연화	F	1993-10-22	2013-07-13	VIP	07
18508	홍	다겸	F	1994-01-20	2013-08-21	VIP	01
18916	차	도빈	M	1994-02-05	2013-11-17	VIP	07
18946	차	담이	F	1994-02-14	2012-09-14	VIP	07
18948	황	범진	M	1994-03-30	2011-05-17	VIP	02
18997	조	미경	F	1994-04-07	2011-07-08	VIP	04
18629	한	설하	F	1995-08-30	2011-07-26	VIP	03
18967	조	태균	M	1997-02-25	2011-07-17	VIP	02
18933	유	이엘	F	1970-01-01	2012-08-27	BRONZE	03
18962	손	미르	M	1970-01-10	2012-06-03	BRONZE	03
18983	송	로이	F	1970-01-12	2011-07-09	BRONZE	03
18340	백	담희	F	1970-01-27	2011-08-20	BRONZE	01
18942	신	영현	M	1970-02-22	2013-09-03	BRONZE	03
18396	정	유성	M	1970-06-19	2013-05-01	BRONZE	01
18934	남	채리	F	1970-12-01	2012-09-07	BRONZE	01
18973	신	한슬	F	1970-12-09	2011-04-25	BRONZE	01
18968	백	예훈	M	1971-06-06	2011-12-22	BRONZE	03
18428	오	정호	M	1971-09-01	2013-02-07	BRONZE	01
19060	고	효재	F	1971-12-13	2013-03-22	BRONZE	03
18887	손	준오	M	1972-01-13	2012-01-16	BRONZE	03
18906	서	연	F	1972-04-01	2013-11-01	BRONZE	03
19028	윤	루희	F	1972-04-13	2013-08-04	BRONZE	03
19057	성	태겸	M	1972-05-23	2012-12-18	BRONZE	01
18532	정	보윤	F	1972-07-06	2012-05-21	BRONZE	01
18324	우	유민	M	1972-09-12	2012-03-01	BRONZE	01
19035	배	호	M	1972-09-19	2013-05-07	BRONZE	01
18611	심	재용	M	1972-10-19	2011-02-24	BRONZE	03
18939	노	신비	F	1973-02-01	2013-11-25	BRONZE	03
18488	장	세진	M	1973-02-12	2012-08-20	BRONZE	03
19007	심	유아	F	1973-03-06	2011-01-09	BRONZE	03
18876	안	주언	M	1973-06-06	2013-01-31	BRONZE	01
18512	송	준하	M	1973-06-08	2013-03-29	BRONZE	01
18464	백	윤설	F	1974-01-11	2011-08-27	BRONZE	03
18995	손	초희	F	1974-01-18	2013-12-21	BRONZE	03
19050	안	다운	F	1974-02-06	2011-11-12	BRONZE	03
18993	문	이담	F	1974-02-14	2012-10-12	BRONZE	03
18595	고	노아	M	1974-11-08	2011-06-02	BRONZE	01
18300	배	강현	M	1975-01-16	2013-02-05	BRONZE	01
18924	양	세온	F	1975-02-23	2011-01-03	BRONZE	03
18940	정	규나	F	1975-04-23	2013-10-15	BRONZE	03
18991	고	찬희	F	1975-06-08	2012-11-01	BRONZE	01
18872	권	영광	M	1975-10-28	2012-11-19	BRONZE	01
19039	서	솔민	F	1976-04-23	2012-08-02	BRONZE	03
18456	백	재성	M	1976-04-30	2013-09-04	BRONZE	01
18992	여	지홍	M	1976-05-04	2012-10-11	BRONZE	01
18896	윤	수윤	F	1976-05-05	2012-02-28	BRONZE	01
18914	송	효연	F	1976-05-07	2011-08-21	BRONZE	01
18448	고	연진	F	1976-05-26	2011-08-13	BRONZE	03
16372	윤	라현	F	1976-06-02	2013-05-17	BRONZE	01
18372	서	유미	F	1976-06-08	2012-09-10	BRONZE	01
18913	성	다율	M	1976-10-28	2011-06-03	BRONZE	03
18400	남	리하	F	1976-12-03	2011-12-31	BRONZE	03
18380	송	루리	F	1977-01-03	2013-04-20	BRONZE	03
19014	안	준규	M	1977-01-28	2011-05-23	BRONZE	01
18990	우	종훈	M	1977-02-23	2013-10-05	BRONZE	01
18949	안	승수	M	1977-06-22	2011-08-27	BRONZE	01
18999	윤	준이	M	1977-08-19	2012-09-17	BRONZE	03
18603	노	예봄	F	1977-12-15	2012-08-18	BRONZE	03
18994	양	소리	F	1978-07-22	2011-09-12	BRONZE	01
18928	백	혜승	F	1978-07-22	2011-12-02	BRONZE	01
19003	임	제민	M	1978-08-22	2011-02-23	BRONZE	01
18424	임	수안	F	1979-01-22	2011-11-03	BRONZE	01
18921	여	승리	M	1979-02-03	2013-05-03	BRONZE	01
18528	문	희성	M	1979-03-03	2012-12-20	BRONZE	01
18964	임	신영	F	1980-01-03	2011-07-12	BRONZE	03
18392	노	성진	M	1980-10-03	2012-09-08	BRONZE	01
19054	전	조은	F	1981-01-09	2012-08-12	BRONZE	03
18908	권	시후	F	1981-02-09	2011-12-27	BRONZE	03
18460	배	인아	F	1981-03-07	2011-04-10	BRONZE	03
18901	남	종우	M	1981-03-16	2013-04-21	BRONZE	06
18982	안	은후	F	1981-04-09	2012-04-24	BRONZE	02
18886	양	정혁	M	1981-04-16	2012-08-07	BRONZE	02
18945	성	건희	F	1981-05-07	2011-02-03	BRONZE	01
19053	곽	유한	M	1981-05-20	2012-12-25	BRONZE	05
12591	김	현지	F	1981-05-22	2012-11-05	BRONZE	04
18368	양	정빈	M	1981-07-03	2013-11-21	BRONZE	03
18416	윤	찬민	M	1981-08-03	2012-03-21	BRONZE	03
18344	남	한비	F	1981-10-03	2013-12-11	BRONZE	03
19010	신	선후	M	1982-06-19	2011-04-12	BRONZE	01
18977	심	대윤	M	1982-07-30	2013-10-14	BRONZE	01
12480	김	민주	F	1982-09-03	2012-09-20	BRONZE	01
18408	곽	진희	F	1982-09-03	2013-10-19	BRONZE	03
18591	백	민재	F	1982-10-03	2011-12-12	BRONZE	03
18979	정	요셉	M	1982-10-07	2012-02-18	BRONZE	03
19031	문	원호	M	1982-10-13	2011-03-22	BRONZE	03
19070	임	민겸	M	1982-10-19	2012-03-05	BRONZE	01
18978	노	종원	M	1982-10-30	2013-10-29	BRONZE	01
18923	문	유린	F	1982-11-05	2013-02-05	BRONZE	03
19002	장	원빈	M	1982-11-10	2012-11-26	BRONZE	03
18926	배	유연	F	1982-11-19	2012-06-30	BRONZE	03
18902	심	영빈	M	1982-11-28	2012-09-05	BRONZE	01
18621	곽	준휘	M	1983-02-03	2011-04-30	BRONZE	03
18548	장	슬기	F	1983-03-18	2012-06-14	BRONZE	03
18935	임	유환	M	1983-03-29	2012-07-25	BRONZE	01
18996	배	원희	F	1983-03-31	2013-02-15	BRONZE	01
18974	권	유지	F	1983-04-11	2013-08-15	BRONZE	01
18883	유	진수	M	1983-04-20	2013-08-30	BRONZE	01
18911	곽	승하	M	1983-04-21	2011-10-09	BRONZE	01
18957	고	현태	M	1983-04-28	2011-07-15	BRONZE	03
18975	남	채우	M	1983-09-04	2011-08-13	BRONZE	03
19068	배	예준	F	1983-10-03	2012-02-26	BRONZE	03
18951	우	혜성	F	1984-02-29	2011-01-01	BRONZE	01
19000	백	효서	F	1984-03-11	2011-02-19	BRONZE	03
18953	전	유겸	M	1984-03-14	2013-09-12	BRONZE	05
18352	안	태환	M	1984-05-04	2011-08-24	BRONZE	06
18881	전	승진	M	1984-05-18	2012-04-24	BRONZE	03
18904	노	경원	M	1984-06-30	2012-04-04	BRONZE	01
19027	유	의진	M	1984-07-11	2011-09-27	BRONZE	01
18536	성	민설	F	1985-02-22	2013-10-25	BRONZE	01
18956	여	루미	F	1985-03-08	2012-05-27	BRONZE	01
18985	성	이삭	M	1985-04-26	2011-07-19	BRONZE	01
18922	고	샤론	F	1985-04-30	2011-11-21	BRONZE	03
19065	양	아빈	F	1985-05-27	2013-03-28	BRONZE	03
17869	정	서인	F	1985-06-03	2013-11-17	BRONZE	01
18907	신	예소	F	1985-06-06	2012-06-06	BRONZE	01
19067	손	은효	F	1985-08-08	2013-08-21	BRONZE	01
19045	권	경서	F	1985-09-17	2013-12-13	BRONZE	03
18560	송	하이	F	1985-09-18	2012-07-19	BRONZE	03
18516	문	채하	F	1985-09-22	2013-05-28	BRONZE	03
19030	장	지서	F	1985-09-27	2012-11-20	BRONZE	03
18348	정	선율	F	1985-09-30	2012-05-02	BRONZE	01
18972	서	규은	F	1985-10-01	2011-05-07	BRONZE	01
18959	윤	리온	F	1985-10-02	2012-07-08	BRONZE	01
18544	유	찬혁	M	1985-10-04	2011-01-12	BRONZE	01
19005	남	도하	F	1985-10-10	2013-10-30	BRONZE	01
18564	곽	동연	M	1985-10-15	2012-08-01	BRONZE	03
18504	안	이진	F	1986-01-14	2011-03-15	BRONZE	01
18915	전	솔비	F	1986-02-14	2012-10-16	BRONZE	03
18889	우	윤이	F	1986-03-30	2013-07-03	BRONZE	03
18897	장	가림	F	1986-04-20	2013-04-17	BRONZE	07
18332	양	도영	F	1986-05-26	2013-10-06	BRONZE	02
19061	우	기윤	M	1986-06-30	2012-04-23	BRONZE	02
19025	여	혜경	F	1986-06-30	2013-04-19	BRONZE	02
18599	양	해성	M	1986-06-30	2012-05-12	BRONZE	02
18871	신	이찬	M	1986-08-11	2012-02-06	BRONZE	02
18981	곽	건민	M	1986-09-30	2012-05-13	BRONZE	02
18919	우	원재	M	1986-10-31	2012-09-08	BRONZE	02
18364	유	은수	M	1987-01-03	2013-12-21	BRONZE	02
19051	송	현채	F	1987-02-03	2013-04-21	BRONZE	02
19032	임	우정	F	1987-02-13	2013-10-28	BRONZE	02
18955	유	강희	M	1987-02-28	2012-01-25	BRONZE	02
18552	심	태하	M	1987-03-01	2011-11-21	BRONZE	02
18903	오	새론	F	1987-03-31	2012-04-06	BRONZE	02
19066	윤	대영	M	1987-04-18	2013-12-28	BRONZE	02
18874	정	이랑	F	1987-05-03	2011-01-13	BRONZE	02
18879	성	조이	F	1987-05-11	2011-03-31	BRONZE	02
18947	권	명진	M	1987-05-31	2011-04-02	BRONZE	02
18912	안	솔희	F	1987-07-31	2011-09-17	BRONZE	02
18960	문	형주	M	1987-07-31	2013-02-11	BRONZE	02
19062	문	해빈	F	1987-11-30	2011-07-02	BRONZE	02
19046	심	승욱	M	1988-01-02	2012-12-03	BRONZE	01
18961	양	용우	M	1988-02-10	2013-09-16	BRONZE	01
18878	송	태형	M	1988-03-31	2013-01-30	BRONZE	02
19009	서	영웅	M	1988-06-30	2012-01-27	BRONZE	02
19017	송	동균	M	1988-12-31	2012-08-04	BRONZE	02
19034	손	도담	M	1989-03-03	2013-01-16	BRONZE	02
18376	백	강우	M	1989-05-18	2012-09-14	BRONZE	02
18884	고	채훈	M	1989-06-21	2011-03-01	BRONZE	02
18890	배	보겸	M	1989-07-24	2013-06-06	BRONZE	04
18388	양	아람	F	1989-10-22	2013-05-03	BRONZE	02
18440	안	인우	M	1989-10-31	2012-02-04	BRONZE	01
19044	남	형민	M	1990-10-19	2011-04-30	BRONZE	02
18308	서	우리	F	1990-10-23	2013-02-07	BRONZE	02
18932	장	민섭	M	1990-10-31	2012-12-18	BRONZE	02
18898	임	정음	F	1990-11-02	2013-08-30	BRONZE	02
18452	배	희준	M	1991-01-18	2011-09-20	BRONZE	02
18885	문	솔	M	1991-04-03	2011-08-16	BRONZE	02
18476	노	해윤	F	1991-04-22	2012-09-16	BRONZE	02
18893	백	종민	M	1991-05-11	2011-06-12	BRONZE	02
19033	양	재웅	M	1991-05-22	2011-04-05	BRONZE	02
18584	권	윤준	M	1991-05-31	2012-08-05	BRONZE	02
18952	송	상진	M	1991-08-31	2013-05-01	BRONZE	02
18384	고	경민	F	1991-09-22	2012-05-04	BRONZE	02
18877	곽	소울	F	1991-10-10	2012-11-12	BRONZE	02
18404	성	주형	M	1991-11-11	2012-01-13	BRONZE	02
18931	윤	상욱	M	1991-11-22	2012-06-08	BRONZE	02
18436	송	민	F	1991-11-30	2013-07-31	BRONZE	02
14603	김	지효	M	1991-12-03	2012-03-13	BRONZE	02
16688	유	레아	F	1992-04-19	2011-03-27	BRONZE	02
14754	이	윤미	F	1992-04-28	2012-04-07	BRONZE	02
19008	오	동희	M	1992-05-31	2013-12-05	BRONZE	07
18971	유	우민	M	1992-06-18	2012-10-15	BRONZE	07
19073	오	영서	M	1992-06-25	2011-01-09	BRONZE	05
19074	서	혜준	M	1992-06-26	2011-11-26	BRONZE	01
19075	신	정준	M	1992-06-27	2011-02-05	BRONZE	03
19076	백	주리	F	1992-06-28	2012-02-08	BRONZE	02
19077	권	재승	M	1992-06-29	2011-11-28	BRONZE	02
19080	유	리현	F	1992-07-02	2011-01-15	BRONZE	07
19081	남	채유	F	1992-07-03	2011-07-29	BRONZE	05
19082	심	선화	F	1992-07-04	2013-02-25	BRONZE	02
19083	노	원	F	1992-07-05	2011-04-03	BRONZE	02
19084	정	윤성	F	1992-07-06	2011-07-07	BRONZE	02
18556	권	성아	F	1992-07-08	2011-01-26	BRONZE	04
19086	곽	유영	F	1992-07-08	2013-04-01	BRONZE	05
19087	성	이지	F	1992-07-09	2012-09-26	BRONZE	06
19088	안	경환	M	1992-07-10	2012-08-01	BRONZE	01
19091	우	여정	F	1992-07-13	2012-10-12	BRONZE	02
19092	송	규태	M	1992-07-14	2011-01-18	BRONZE	02
19093	전	슬우	M	1992-07-15	2011-08-03	BRONZE	02
19094	여	희경	F	1992-07-16	2013-10-12	BRONZE	01
19096	윤	가경	F	1992-07-18	2012-05-26	BRONZE	07
19097	장	채인	F	1992-07-19	2012-10-19	BRONZE	03
19099	유	다훈	M	1992-07-21	2013-08-17	BRONZE	07
19100	고	제이	M	1992-07-22	2011-01-03	BRONZE	02
19101	임	빈	F	1992-07-23	2013-12-26	BRONZE	02
19102	문	민균	M	1992-07-24	2012-11-05	BRONZE	01
19104	양	근호	M	1992-07-26	2011-06-03	BRONZE	05
19105	오	다흰	F	1992-07-27	2011-09-02	BRONZE	01
19106	서	신혜	F	1992-07-28	2011-01-31	BRONZE	02
19107	신	하솜	F	1992-07-29	2011-08-14	BRONZE	05
19108	손	준엽	M	1992-07-30	2012-09-29	BRONZE	06
19109	권	화영	F	1992-07-31	2013-04-13	BRONZE	02
19110	배	대성	M	1992-08-01	2013-07-12	BRONZE	02
19069	장	지승	M	1992-08-03	2012-08-10	BRONZE	04
19113	안	승유	F	1992-08-04	2011-07-06	BRONZE	07
19114	송	한빛	F	1992-08-05	2012-04-18	BRONZE	02
19115	백	민철	M	1992-08-06	2013-05-01	BRONZE	04
19117	전	은민	F	1992-08-08	2011-06-24	BRONZE	02
19118	유	효재	M	1992-08-09	2013-04-05	BRONZE	02
19119	남	효민	M	1992-08-10	2012-08-29	BRONZE	02
19121	심	의현	M	1992-08-12	2013-04-26	BRONZE	03
19122	노	두현	M	1992-08-13	2013-10-06	BRONZE	04
19123	유	지운	F	1992-08-14	2012-11-14	BRONZE	05
19124	고	단	F	1992-08-15	2011-07-25	BRONZE	06
19125	문	상아	F	1992-08-16	2013-11-11	BRONZE	07
19126	양	민성	F	1992-08-17	2012-10-13	BRONZE	01
19127	손	연제	F	1992-08-18	2013-12-10	BRONZE	04
19128	정	도엽	M	1992-08-19	2013-03-27	BRONZE	06
19130	곽	우림	M	1992-08-21	2011-06-03	BRONZE	02
19131	성	진형	M	1992-08-22	2012-09-28	BRONZE	02
19134	우	승언	M	1992-08-25	2013-05-11	BRONZE	02
19135	배	희우	F	1992-08-26	2013-08-18	BRONZE	01
19136	여	정수	M	1992-08-27	2012-11-16	BRONZE	02
18899	유	호성	M	1992-09-22	2013-05-28	BRONZE	05
18500	신	혜영	F	1992-10-22	2013-02-13	BRONZE	04
19244	양	규아	F	1992-12-13	2013-02-16	BRONZE	03
19245	오	승완	M	1992-12-14	2013-11-21	BRONZE	04
19246	서	석원	M	1992-12-15	2012-02-24	BRONZE	05
19247	손	미선	F	1992-12-16	2011-08-11	BRONZE	06
19248	배	하니	F	1992-12-17	2012-05-03	BRONZE	07
19250	신	석훈	M	1992-12-19	2012-02-22	BRONZE	02
19251	백	진이	F	1992-12-20	2011-05-28	BRONZE	02
19253	유	예경	F	1992-12-22	2011-05-24	BRONZE	02
18944	곽	금비	F	1992-12-22	2013-02-07	BRONZE	03
19254	권	제윤	M	1992-12-23	2013-07-21	BRONZE	04
19256	남	해연	F	1992-12-25	2012-04-11	BRONZE	06
19257	안	채환	M	1992-12-26	2013-12-04	BRONZE	07
19258	심	진유	F	1992-12-27	2011-03-23	BRONZE	01
19259	노	규미	F	1992-12-28	2013-04-30	BRONZE	02
19260	송	원진	M	1992-12-29	2012-01-04	BRONZE	03
19261	정	인하	F	1992-12-30	2013-04-05	BRONZE	04
19262	전	하엘	M	1992-12-31	2012-12-02	BRONZE	06
19265	유	현웅	M	1993-01-03	2012-03-27	BRONZE	02
19063	여	동진	M	1993-01-03	2012-11-26	BRONZE	02
19266	곽	하얀	F	1993-01-04	2012-09-28	BRONZE	02
19267	고	태주	M	1993-01-05	2011-03-03	BRONZE	02
19268	성	은제	F	1993-01-06	2011-06-13	BRONZE	02
19269	문	수한	M	1993-01-07	2011-01-14	BRONZE	01
18568	고	루다	F	1993-02-03	2012-11-16	BRONZE	02
18936	심	효경	F	1993-03-22	2011-08-01	BRONZE	02
19022	전	진현	M	1993-03-30	2013-09-26	BRONZE	02
18328	윤	시호	M	1993-04-30	2011-05-22	BRONZE	04
19012	권	경호	M	1993-05-16	2012-02-10	BRONZE	02
18941	서	용현	M	1993-05-17	2012-07-31	BRONZE	02
19018	곽	승미	F	1993-06-01	2011-09-15	BRONZE	02
19040	백	진석	M	1993-06-23	2013-02-08	BRONZE	04
18984	전	선빈	F	1993-07-05	2012-08-25	BRONZE	04
18870	노	선	F	1993-07-06	2013-07-01	BRONZE	01
19043	유	동영	M	1993-07-18	2011-09-24	BRONZE	05
18432	권	승은	F	1993-07-20	2013-07-15	BRONZE	02
19004	유	은세	F	1994-01-03	2012-06-05	BRONZE	01
19056	유	지음	F	1994-01-22	2012-09-02	BRONZE	05
18312	정	승후	M	1994-01-26	2011-12-22	BRONZE	05
18966	배	정연	M	1994-01-27	2013-11-16	BRONZE	02
18316	곽	승주	M	1994-02-08	2012-10-09	BRONZE	02
19041	신	예솜	F	1994-02-09	2013-07-27	BRONZE	04
18989	유	단희	F	1994-02-10	2013-10-10	BRONZE	07
18360	전	신우	M	1994-03-17	2011-07-17	BRONZE	05
18925	손	어진	F	1994-04-03	2011-08-03	BRONZE	02
18969	오	윤비	F	1994-05-26	2013-07-05	BRONZE	05
19023	우	정안	F	1994-07-03	2011-04-14	BRONZE	03
19047	노	동근	M	1994-07-13	2013-06-13	BRONZE	05
18496	임	세윤	F	1994-08-04	2011-11-26	BRONZE	05
19038	오	해진	F	1994-08-17	2013-03-06	BRONZE	02
19011	노	혜서	F	1994-11-03	2011-11-10	BRONZE	02
19019	성	보나	F	1994-11-30	2012-10-07	BRONZE	04
18520	배	미나	F	1995-05-03	2012-06-04	BRONZE	01
18920	유	정하	F	1997-02-28	2013-01-05	BRONZE	03
18892	여	초원	F	1997-03-10	2012-09-10	BRONZE	06
19029	고	호현	M	1997-03-17	2011-04-08	BRONZE	01
19015	정	수림	F	1997-03-23	2012-12-21	BRONZE	03
18963	장	이슬	F	1997-04-05	2013-11-10	BRONZE	07
18938	오	원석	M	1997-04-08	2013-02-16	BRONZE	04
18592	홍	은후	M	1970-11-19	2012-12-25	VIP	03
18565	홍	지애	F	1977-10-22	2012-01-03	VIP	03
18557	황	초은	F	1979-03-22	2012-05-10	VIP	03
18425	한	서현	M	1982-10-11	2011-06-20	VIP	03
18521	조	주혜	F	1983-03-16	2012-04-06	VIP	03
18405	차	여준	M	1983-05-05	2011-11-22	VIP	03
18397	허	혜정	F	1983-07-04	2012-07-28	VIP	03
18301	조	승환	M	1984-05-19	2012-04-19	VIP	03
16054	조	한솔	F	1985-06-04	2012-06-05	VIP	01
18385	허	서호	M	1985-11-01	2011-03-12	VIP	03
18369	한	윤영	F	1987-01-30	2013-12-26	VIP	02
18453	조	민승	M	1989-06-07	2011-05-19	VIP	02
18608	하	로운	F	1989-06-11	2012-11-06	VIP	03
18569	차	영훈	M	1989-07-18	2012-06-19	VIP	03
18409	주	윤건	M	1990-09-05	2012-02-11	VIP	03
18349	황	승유	M	1990-09-17	2011-03-08	VIP	03
18497	한	소예	F	1990-10-27	2012-09-17	VIP	02
18457	허	태웅	M	1990-11-30	2012-11-09	VIP	02
18604	조	시언	M	1992-05-22	2013-04-28	VIP	01
18337	조	정아	F	1993-08-23	2012-09-22	VIP	06
18485	조	시준	M	1994-03-25	2011-09-03	VIP	05
18417	우	진주	F	1970-01-19	2013-10-25	BRONZE	03
18429	서	인영	F	1970-02-01	2011-01-05	BRONZE	01
18529	심	혜령	F	1970-02-07	2013-09-06	BRONZE	01
18545	여	린아	F	1970-10-23	2013-12-03	BRONZE	03
18561	정	민	M	1971-01-14	2011-06-29	BRONZE	01
18618	우	리우	F	1973-10-23	2012-10-14	BRONZE	01
18513	전	찬율	M	1975-02-04	2013-10-06	BRONZE	03
18525	유	여름	F	1975-09-28	2011-06-06	BRONZE	01
18581	오	재형	M	1975-12-28	2012-11-02	BRONZE	03
18501	서	현욱	M	1976-04-24	2013-08-28	BRONZE	01
18373	신	유현	F	1976-05-10	2011-07-22	BRONZE	03
13227	김	하임	F	1976-06-03	2013-06-29	BRONZE	01
